,index,League,Season,Home_Team,Away_Team,Home_Goals,Away_Goals,Home_FH,Away_FH,Home_Win,Draw,Away_Win,Over_2_5,Under_2_5,Code_1,Code_2,Total_Goals,FH_Goals,Winner,HT_Winner
477,13368,Spa1,21,Huesca,FC Sevilla,0,1,0,0,4420.0,3440.0,1970.0,2310,1680,3055,3013,1,0,A,D
478,13369,Spa1,21,Getafe,Bilbao,1,1,0,1,2950.0,2930.0,2930.0,2990,1430,3012,3008,2,1,D,A
479,13370,Spa1,21,Real Sociedad,Villarreal,1,1,1,1,2210.0,3560.0,3480.0,1890,2020,3015,3020,2,2,D,D
480,13371,Spa1,21,Barcelona,Osasuna,4,0,2,0,1280.0,6470.0,10630.0,1430,2950,3018,3007,4,2,H,H
481,13372,Spa1,21,Celta Vigo,Granada,3,1,1,1,1970.0,3590.0,4200.0,2290,1680,3022,3033,4,2,H,D
482,13373,Spa1,21,Betis,Eibar,0,2,0,0,1860.0,3660.0,4660.0,1980,1930,3002,3039,2,0,A,D
483,13374,Spa1,21,Bilbao,Celta Vigo,0,2,0,0,2330.0,3240.0,3510.0,2300,1680,3008,3022,2,0,A,D
484,13375,Spa1,21,Atletico,Valladolid,2,0,0,0,1390.0,4610.0,9820.0,2240,1680,3003,3028,2,0,H,D
485,13376,Spa1,21,FC Sevilla,Real Madrid,0,1,0,0,2490.0,3590.0,2920.0,1850,2070,3013,3010,1,0,A,D
486,13377,Spa1,21,Levante,Getafe,3,0,2,0,2990.0,3160.0,2700.0,2490,1590,3016,3012,3,2,H,H
487,13378,Spa1,21,Cadiz,Barcelona,2,1,1,0,8750.0,5730.0,1360.0,1660,2340,3023,3018,3,1,H,H
488,13379,Spa1,21,Osasuna,Betis,0,2,0,0,2740.0,3390.0,2760.0,2080,1840,3007,3002,2,0,A,D
489,13380,Spa1,21,Villarreal,Elche,0,0,0,0,1340.0,5490.0,9020.0,1700,2220,3020,3040,0,0,D,D
490,13381,Spa1,21,Alaves,Real Sociedad,0,0,0,0,4800.0,3350.0,1930.0,2320,1670,3021,3015,0,0,D,D
491,13382,Spa1,21,Granada,Huesca,3,3,1,1,2450.0,3080.0,3210.0,2460,1560,3033,3055,6,2,D,D
492,13383,Spa1,21,Eibar,Valencia,0,0,0,0,2510.0,3130.0,3070.0,2260,1650,3039,3019,0,0,D,D
493,13384,Spa1,21,Valladolid,Osasuna,3,2,1,2,2540.0,3110.0,3270.0,2540,1570,3028,3007,5,3,H,A
494,13385,Spa1,21,Real Madrid,Atletico,2,0,1,0,2380.0,3420.0,3230.0,2180,1750,3010,3003,2,1,H,H
495,13386,Spa1,21,Getafe,FC Sevilla,0,1,0,0,3830.0,3310.0,2170.0,2740,1510,3012,3013,1,0,A,D
496,13387,Spa1,21,Valencia,Bilbao,2,2,1,0,3280.0,3150.0,2440.0,2490,1570,3019,3008,4,1,D,H
497,13388,Spa1,21,Huesca,Alaves,1,0,0,0,2140.0,3310.0,3940.0,2220,1730,3055,3021,1,0,H,D
498,13389,Spa1,21,Betis,Villarreal,1,1,0,1,3160.0,3680.0,2310.0,1900,2010,3002,3020,2,1,D,A
499,13390,Spa1,21,Real Sociedad,Eibar,1,1,1,0,1650.0,3770.0,6460.0,2230,1720,3015,3039,2,1,D,H
500,13391,Spa1,21,Barcelona,Levante,1,0,0,0,1290.0,6740.0,9330.0,1280,3860,3018,3016,1,0,H,D
501,13392,Spa1,21,Elche,Granada,0,1,0,1,3480.0,3150.0,2390.0,2640,1540,3040,3033,1,1,A,A
502,13393,Spa1,21,Celta Vigo,Cadiz,4,0,4,0,1690.0,3770.0,5960.0,2310,1680,3022,3023,4,4,H,H
503,13394,Spa1,21,Real Madrid,Bilbao,3,1,1,0,1510.0,4470.0,7240.0,1830,2070,3010,3008,4,1,H,H
504,13395,Spa1,21,Barcelona,Real Sociedad,2,1,2,1,1630.0,4610.0,5120.0,1530,2670,3018,3015,3,3,H,H
505,13396,Spa1,21,Bilbao,Huesca,2,0,0,0,2120.0,3170.0,4240.0,2630,1540,3008,3055,2,0,H,D
506,13397,Spa1,21,Atletico,Elche,3,1,1,0,1220.0,6320.0,8470.0,2030,1860,3003,3040,4,1,H,H
507,13398,Spa1,21,Osasuna,Villarreal,1,3,0,2,3800.0,3440.0,2130.0,2200,1740,3007,3020,4,2,A,A
508,13399,Spa1,21,FC Sevilla,Valladolid,1,1,1,0,1510.0,4220.0,7830.0,2190,1750,3013,3028,2,1,D,H
509,13400,Spa1,21,Levante,Real Sociedad,2,1,1,1,3670.0,3570.0,2130.0,1920,1990,3016,3015,3,2,H,D
510,13401,Spa1,21,Barcelona,Valencia,2,2,1,1,1300.0,6020.0,10010.0,1370,3240,3018,3019,4,2,D,D
511,13402,Spa1,21,Celta Vigo,Alaves,2,0,1,0,1710.0,4000.0,5260.0,1950,1950,3022,3021,2,1,H,H
512,13403,Spa1,21,Cadiz,Getafe,0,2,0,1,3410.0,2880.0,2620.0,3220,1380,3023,3012,2,1,A,A
513,13404,Spa1,21,Granada,Betis,2,0,2,0,2660.0,3420.0,2830.0,2010,1900,3033,3002,2,2,H,H
514,13405,Spa1,21,Eibar,Real Madrid,1,3,1,2,6650.0,4190.0,1570.0,1830,2070,3039,3010,4,3,A,A
515,13406,Spa1,21,Real Sociedad,Atletico,0,2,0,0,3440.0,3200.0,2390.0,2460,1610,3015,3003,2,0,A,D
516,13407,Spa1,21,Valencia,FC Sevilla,0,1,0,0,3990.0,3550.0,2040.0,2190,1750,3019,3013,1,0,A,D
517,13408,Spa1,21,Villarreal,Bilbao,1,1,0,1,1970.0,3480.0,4350.0,2340,1660,3020,3008,2,1,D,A
518,13409,Spa1,21,Valladolid,Barcelona,0,3,0,2,7060.0,5000.0,1460.0,1560,2590,3028,3018,3,2,A,A
519,13410,Spa1,21,Elche,Osasuna,2,2,0,1,3490.0,3150.0,2390.0,2620,1540,3040,3007,4,1,D,A
520,13411,Spa1,21,Huesca,Levante,1,1,1,0,2530.0,3510.0,2920.0,1930,1980,3055,3016,2,1,D,H
521,13412,Spa1,21,Betis,Cadiz,1,0,0,0,2090.0,3220.0,4290.0,2430,1620,3002,3023,1,0,H,D
522,13413,Spa1,21,Real Madrid,Granada,2,0,0,0,1340.0,5720.0,9630.0,1560,2570,3010,3033,2,0,H,D
523,13414,Spa1,21,Getafe,Celta Vigo,1,1,1,1,2680.0,3140.0,2840.0,2400,1580,3012,3022,2,2,D,D
524,13415,Spa1,21,Alaves,Eibar,2,1,2,1,2870.0,2990.0,2940.0,2880,1470,3021,3039,3,3,H,H
525,13416,Spa1,21,FC Sevilla,Villarreal,2,0,1,0,2130.0,3450.0,3800.0,2190,1750,3013,3020,2,1,H,H
526,13417,Spa1,21,Levante,Betis,4,3,3,1,2490.0,3390.0,3070.0,1910,2000,3016,3002,7,4,H,H
527,13418,Spa1,21,Barcelona,Eibar,1,1,0,0,1360.0,5480.0,8190.0,1510,2670,3018,3039,2,0,D,D
528,13419,Spa1,21,Cadiz,Valladolid,0,0,0,0,2990.0,3000.0,2830.0,2910,1460,3023,3028,0,0,D,D
529,13420,Spa1,21,Atletico,Getafe,1,0,1,0,1470.0,4270.0,8910.0,2570,1560,3003,3012,1,1,H,H
530,13421,Spa1,21,Celta Vigo,Huesca,2,1,1,0,1790.0,3760.0,5000.0,2000,1900,3022,3055,3,1,H,H
531,13422,Spa1,21,Granada,Valencia,2,1,1,1,2300.0,3450.0,3360.0,2140,1780,3033,3019,3,2,H,D
532,13423,Spa1,21,Elche,Real Madrid,1,1,0,1,10490.0,6020.0,1310.0,1670,2330,3040,3010,2,1,D,A
533,13424,Spa1,21,Osasuna,Alaves,1,1,0,0,2340.0,3300.0,3420.0,2350,1660,3007,3021,2,0,D,D
534,13425,Spa1,21,Bilbao,Real Sociedad,0,1,0,1,3050.0,3220.0,2600.0,2390,1640,3008,3015,1,1,A,A
535,13426,Spa1,21,Betis,FC Sevilla,1,1,0,0,4070.0,3720.0,1960.0,2100,1810,3002,3013,2,0,D,D
536,13427,Spa1,21,Real Madrid,Celta Vigo,2,0,1,0,1560.0,4630.0,5860.0,1610,2450,3010,3022,2,1,H,H
537,13428,Spa1,21,Getafe,Valladolid,0,1,0,1,2100.0,3120.0,4420.0,2950,1440,3012,3028,1,1,A,A
538,13429,Spa1,21,Villarreal,Levante,2,1,1,0,1610.0,4070.0,6250.0,1710,2240,3020,3016,3,1,H,H
539,13430,Spa1,21,Bilbao,Elche,1,0,1,0,1530.0,3980.0,8110.0,2380,1640,3008,3040,1,1,H,H
540,13431,Spa1,21,Real Sociedad,Osasuna,1,1,0,1,1540.0,4330.0,6820.0,2030,1880,3015,3007,2,1,D,A
541,13432,Spa1,21,Alaves,Atletico,1,2,0,1,7140.0,3810.0,1610.0,2350,1660,3021,3003,3,1,A,A
542,13433,Spa1,21,Eibar,Granada,2,0,0,0,2430.0,3180.0,3390.0,2540,1570,3039,3033,2,0,H,D
543,13434,Spa1,21,Huesca,Barcelona,0,1,0,1,6910.0,5020.0,1470.0,1550,2600,3055,3018,1,1,A,A
544,13435,Spa1,21,Valencia,Cadiz,1,1,0,0,2060.0,3510.0,3970.0,2400,1630,3019,3023,2,0,D,D
545,13436,Spa1,21,Bilbao,Barcelona,2,3,1,2,4850.0,4060.0,1750.0,1810,2090,3008,3018,5,3,A,A
546,13437,Spa1,21,Celta Vigo,Villarreal,0,4,0,4,3370.0,3380.0,2330.0,2120,1800,3022,3020,4,4,A,A
547,13438,Spa1,21,Osasuna,Real Madrid,0,0,0,0,7080.0,4450.0,1520.0,1820,2080,3007,3010,0,0,D,D
548,13439,Spa1,21,FC Sevilla,Real Sociedad,3,2,2,2,2270.0,3180.0,3740.0,2390,1640,3013,3015,5,4,H,D
549,13440,Spa1,21,Granada,Barcelona,0,4,0,3,7030.0,5390.0,1430.0,1480,2810,3033,3018,4,3,A,A
550,13441,Spa1,21,Levante,Eibar,2,1,0,0,2340.0,3500.0,3230.0,2080,1840,3016,3039,3,0,H,D
551,13442,Spa1,21,Cadiz,Alaves,3,1,1,1,2720.0,2920.0,3210.0,3020,1420,3023,3021,4,2,H,D
552,13443,Spa1,21,Valladolid,Valencia,0,1,0,0,2560.0,3250.0,3090.0,2180,1760,3028,3019,1,0,A,D
553,13444,Spa1,21,Elche,Getafe,1,3,1,1,4370.0,2880.0,2240.0,3280,1370,3040,3012,4,2,A,D
554,13445,Spa1,21,Huesca,Betis,0,2,0,0,2980.0,3400.0,2550.0,2180,1750,3055,3002,2,0,A,D
555,13446,Spa1,21,Atletico,FC Sevilla,2,0,1,0,1900.0,3200.0,4500.0,2500,1530,3003,3013,2,1,H,H
556,13447,Spa1,21,Granada,Osasuna,2,0,2,0,2350.0,3000.0,3400.0,2500,1530,3033,3007,2,2,H,H
557,13448,Spa1,21,Alaves,FC Sevilla,1,2,1,2,5560.0,3710.0,1740.0,2320,1670,3021,3013,3,3,A,A
558,13449,Spa1,21,Cadiz,Levante,2,2,2,2,3060.0,3160.0,2640.0,2300,1680,3023,3016,4,4,D,D
559,13450,Spa1,21,Valladolid,Elche,2,2,0,2,1920.0,3490.0,4640.0,2400,1630,3028,3040,4,2,D,A
560,13451,Spa1,21,Betis,Celta Vigo,2,1,2,1,2170.0,3550.0,3580.0,2000,1910,3002,3022,3,3,H,H
561,13452,Spa1,21,Getafe,Huesca,1,0,0,0,1950.0,3270.0,4880.0,2850,1470,3012,3055,1,0,H,D
562,13453,Spa1,21,Villarreal,Granada,2,2,1,1,1540.0,4070.0,7640.0,1890,2020,3020,3033,4,2,D,D
563,13454,Spa1,21,Valencia,Osasuna,1,1,0,1,2150.0,3500.0,3670.0,2130,1790,3019,3007,2,1,D,A
564,13455,Spa1,21,Eibar,Atletico,1,2,1,1,6230.0,3490.0,1730.0,2670,1530,3039,3003,3,2,A,D
565,13456,Spa1,21,Levante,Valladolid,2,2,0,0,2160.0,3240.0,3990.0,2120,1790,3016,3028,4,0,D,D
566,13457,Spa1,21,FC Sevilla,Cadiz,3,0,2,0,1480.0,4190.0,8820.0,2350,1660,3013,3023,3,2,H,H
567,13458,Spa1,21,Real Sociedad,Betis,2,2,0,0,1880.0,3830.0,4310.0,1890,2020,3015,3002,4,0,D,D
568,13459,Spa1,21,Alaves,Real Madrid,1,4,0,3,6330.0,4230.0,1580.0,1830,2080,3021,3010,5,3,A,A
569,13460,Spa1,21,Huesca,Villarreal,0,0,0,0,4630.0,3670.0,1870.0,2140,1780,3055,3020,0,0,D,D
570,13461,Spa1,21,Atletico,Valencia,3,1,1,1,1450.0,4600.0,8330.0,2060,1860,3003,3019,4,2,H,D
571,13462,Spa1,21,Osasuna,Granada,3,1,2,0,2560.0,3090.0,3250.0,2490,1590,3007,3033,4,2,H,H
572,13463,Spa1,21,Celta Vigo,Eibar,1,1,1,0,2090.0,3470.0,3920.0,2360,1650,3022,3039,2,1,D,H
573,13464,Spa1,21,Elche,Barcelona,0,2,0,1,9250.0,5620.0,1310.0,1520,2580,3040,3018,2,1,A,A
574,13465,Spa1,21,Bilbao,Getafe,5,1,1,1,2330.0,3040.0,3790.0,2890,1450,3008,3012,6,2,H,D
575,13466,Spa1,21,Valladolid,Huesca,1,3,0,1,2440.0,3180.0,3360.0,2590,1550,3028,3055,4,1,A,A
576,13467,Spa1,21,Real Madrid,Levante,1,2,1,1,1370.0,5850.0,7920.0,1440,2940,3010,3016,3,2,A,D
577,13468,Spa1,21,Valencia,Elche,1,0,1,0,1670.0,3790.0,6180.0,2090,1810,3019,3040,1,1,H,H
578,13469,Spa1,21,Villarreal,Real Sociedad,1,1,1,0,2490.0,3180.0,3260.0,2380,1640,3020,3015,2,1,D,H
579,13470,Spa1,21,Eibar,FC Sevilla,0,2,0,1,4270.0,3340.0,2050.0,2410,1630,3039,3013,2,1,A,A
580,13471,Spa1,21,Getafe,Alaves,0,0,0,0,2150.0,3070.0,4300.0,2880,1470,3012,3021,0,0,D,D
581,13472,Spa1,21,Barcelona,Bilbao,2,1,1,0,1430.0,4800.0,7070.0,1530,2520,3018,3008,3,1,H,H
582,13473,Spa1,21,Cadiz,Atletico,2,4,1,2,8700.0,3780.0,1550.0,2490,1590,3023,3003,6,3,A,A
583,13474,Spa1,21,Granada,Celta Vigo,0,0,0,0,2950.0,3250.0,2660.0,2340,1660,3033,3022,0,0,D,D
584,13475,Spa1,21,Betis,Osasuna,1,0,0,0,1930.0,3670.0,4330.0,2070,1850,3002,3007,1,0,H,D
585,13476,Spa1,21,Alaves,Valladolid,1,0,0,0,2600.0,3090.0,3190.0,2550,1570,3021,3028,1,0,H,D
586,13477,Spa1,21,FC Sevilla,Getafe,3,0,0,0,1720.0,3670.0,5890.0,2570,1560,3013,3012,3,0,H,D
587,13478,Spa1,21,Levante,Granada,2,2,1,1,1930.0,3580.0,4450.0,2100,1810,3016,3033,4,2,D,D
588,13479,Spa1,21,Elche,Villarreal,2,2,0,2,8670.0,4710.0,1430.0,2150,1770,3040,3020,4,2,D,A
589,13480,Spa1,21,Huesca,Real Madrid,1,2,0,0,6550.0,4210.0,1570.0,2080,1820,3055,3010,3,0,A,D
590,13481,Spa1,21,Betis,Barcelona,2,3,1,0,6140.0,4720.0,1540.0,1430,2990,3002,3018,5,1,A,H
591,13482,Spa1,21,Osasuna,Eibar,2,1,1,1,2670.0,3000.0,3180.0,2560,1560,3007,3039,3,2,H,D
592,13483,Spa1,21,Bilbao,Valencia,1,1,1,0,2170.0,3480.0,3640.0,2200,1740,3008,3019,2,1,D,H
593,13484,Spa1,21,Real Sociedad,Cadiz,4,1,2,0,1500.0,4260.0,8160.0,2380,1640,3015,3023,5,2,H,H
594,13485,Spa1,21,Atletico,Celta Vigo,2,2,1,1,1650.0,3540.0,6730.0,2240,1690,3003,3022,4,2,D,D
595,13486,Spa1,21,Real Madrid,Getafe,2,0,0,0,1660.0,3800.0,6240.0,2040,1870,3010,3012,2,0,H,D
596,13487,Spa1,21,Celta Vigo,Elche,3,1,2,0,1510.0,4150.0,8100.0,2100,1830,3022,3040,4,2,H,H
597,13488,Spa1,21,FC Sevilla,Huesca,1,0,0,0,1560.0,4010.0,7480.0,2200,1740,3013,3055,1,0,H,D
598,13489,Spa1,21,Barcelona,Alaves,5,1,2,0,1300.0,6050.0,10750.0,1530,2670,3018,3021,6,2,H,H
599,13490,Spa1,21,Granada,Atletico,1,2,0,0,5810.0,3480.0,1770.0,2560,1560,3033,3003,3,0,A,D
600,13491,Spa1,21,Eibar,Valladolid,1,1,1,1,1990.0,3450.0,4350.0,2490,1600,3039,3028,2,2,D,D
601,13492,Spa1,21,Real Madrid,Valencia,2,0,2,0,1410.0,5210.0,7880.0,1550,2610,3010,3019,2,2,H,H
602,13493,Spa1,21,Getafe,Real Sociedad,0,1,0,1,4310.0,3260.0,2060.0,2800,1490,3012,3015,1,1,A,A
603,13494,Spa1,21,Levante,Osasuna,0,1,0,0,2380.0,3280.0,3380.0,2100,1820,3016,3007,1,0,A,D
604,13495,Spa1,21,Villarreal,Betis,1,2,0,1,2010.0,3420.0,4270.0,1960,1940,3020,3002,3,1,A,A
605,13496,Spa1,21,Cadiz,Bilbao,0,4,0,3,4140.0,3280.0,2100.0,2700,1520,3023,3008,4,3,A,A
606,13497,Spa1,21,Levante,Atletico,1,1,1,1,5000.0,3440.0,1880.0,2100,1810,3016,3003,2,2,D,D
607,13498,Spa1,21,Betis,Getafe,1,0,0,0,2120.0,3120.0,4350.0,2520,1580,3002,3012,1,0,H,D
608,13499,Spa1,21,Atletico,Levante,0,2,0,1,1530.0,4000.0,7000.0,2000,1800,3003,3016,2,1,A,A
609,13500,Spa1,21,Valencia,Celta Vigo,2,0,0,0,2450.0,3200.0,3000.0,2200,1660,3019,3022,2,0,H,D
610,13501,Spa1,21,Valladolid,Real Madrid,0,1,0,0,5500.0,4000.0,1600.0,1900,1900,3028,3010,1,0,A,D
611,13502,Spa1,21,Elche,Eibar,1,0,1,0,3600.0,3250.0,2150.0,2500,1530,3040,3039,1,1,H,H
612,13503,Spa1,21,Bilbao,Villarreal,1,1,1,1,2620.0,3100.0,3150.0,2520,1580,3008,3020,2,2,D,D
613,13504,Spa1,21,Real Sociedad,Alaves,4,0,1,0,1630.0,3730.0,7000.0,2270,1700,3015,3021,4,1,H,H
614,13505,Spa1,21,Barcelona,Cadiz,1,1,1,0,1150.0,8680.0,20090.0,1380,3140,3018,3023,2,1,D,H
615,13506,Spa1,21,Huesca,Granada,3,2,3,1,2270.0,3150.0,3780.0,2660,1530,3055,3033,5,4,H,H
616,13507,Spa1,21,Osasuna,FC Sevilla,0,2,0,1,4430.0,3240.0,2040.0,2440,1610,3007,3013,2,1,A,A
617,13508,Spa1,21,Barcelona,Elche,3,0,0,0,1130.0,9930.0,22410.0,1280,3790,3018,3040,3,0,H,D
618,13509,Spa1,21,Levante,Bilbao,1,1,1,0,3250.0,3250.0,2300.0,2000,1800,3016,3008,2,1,D,H
619,13510,Spa1,21,Getafe,Valencia,3,0,1,0,2740.0,2930.0,3170.0,2920,1450,3012,3019,3,1,H,H
620,13511,Spa1,21,FC Sevilla,Barcelona,0,2,0,1,3370.0,3560.0,2250.0,1710,2250,3013,3018,2,1,A,A
621,13512,Spa1,21,Alaves,Osasuna,0,1,0,0,2780.0,3070.0,2980.0,2760,1500,3021,3007,1,0,A,D
622,13513,Spa1,21,Eibar,Huesca,1,1,0,0,2280.0,3280.0,3580.0,2460,1610,3039,3055,2,0,D,D
623,13514,Spa1,21,Villarreal,Atletico,0,2,0,1,3490.0,3060.0,2450.0,2650,1530,3020,3003,2,1,A,A
624,13515,Spa1,21,Celta Vigo,Valladolid,1,1,0,0,1800.0,3800.0,4850.0,2220,1730,3022,3028,2,0,D,D
625,13516,Spa1,21,Cadiz,Betis,0,1,0,0,4190.0,3480.0,2010.0,2230,1720,3023,3002,1,0,A,D
626,13517,Spa1,21,Granada,Elche,2,1,1,1,2210.0,3070.0,4090.0,2470,1600,3033,3040,3,2,H,D
627,13518,Spa1,21,Real Madrid,Real Sociedad,1,1,0,0,2060.0,3690.0,3760.0,1980,1930,3010,3015,2,0,D,D
628,13519,Spa1,21,Valencia,Villarreal,2,1,0,1,3960.0,3370.0,2110.0,2120,1790,3019,3020,3,1,H,A
629,13520,Spa1,21,Osasuna,Barcelona,0,2,0,1,6630.0,4690.0,1510.0,1690,2290,3007,3018,2,1,A,A
630,13521,Spa1,21,Cadiz,Eibar,1,0,1,0,3490.0,3240.0,2340.0,2680,1520,3023,3039,1,1,H,H
631,13522,Spa1,21,Valladolid,Getafe,2,1,2,1,3310.0,2850.0,2710.0,3230,1380,3028,3012,3,3,H,H
632,13523,Spa1,21,Elche,FC Sevilla,2,1,0,0,6900.0,3590.0,1660.0,2410,1630,3040,3013,3,0,H,D
633,13524,Spa1,21,Atletico,Real Madrid,1,1,1,0,2700.0,3240.0,2910.0,2510,1580,3003,3010,2,1,D,H
634,13525,Spa1,21,Bilbao,Granada,2,1,1,0,1590.0,4080.0,6580.0,2180,1750,3008,3033,3,1,H,H
635,13526,Spa1,21,Real Sociedad,Levante,1,0,1,0,1480.0,4540.0,7690.0,1760,2170,3015,3016,1,1,H,H
636,13527,Spa1,21,Huesca,Celta Vigo,3,4,2,2,3030.0,3250.0,2610.0,2350,1650,3055,3022,7,4,A,D
637,13528,Spa1,21,Betis,Alaves,3,2,0,2,1760.0,3670.0,5470.0,2230,1720,3002,3021,5,2,H,A
638,13529,Spa1,21,Atletico,Bilbao,2,1,1,1,1840.0,3300.0,5640.0,2590,1560,3003,3008,3,2,H,D
639,13530,Spa1,21,Levante,Valencia,1,0,1,0,2270.0,3340.0,3540.0,1940,1960,3016,3019,1,1,H,H
640,13531,Spa1,21,Osasuna,Valladolid,0,0,0,0,2250.0,3150.0,3840.0,2560,1560,3007,3028,0,0,D,D
641,13532,Spa1,21,Real Madrid,Elche,2,1,0,0,1200.0,7120.0,17680.0,1650,2330,3010,3040,3,0,H,D
642,13533,Spa1,21,Getafe,Atletico,0,0,0,0,5270.0,3250.0,1900.0,2960,1440,3012,3003,0,0,D,D
643,13534,Spa1,21,Alaves,Cadiz,1,1,1,0,2190.0,3200.0,3940.0,2800,1490,3021,3023,2,1,D,H
644,13535,Spa1,21,FC Sevilla,Betis,1,0,1,0,2060.0,3470.0,3990.0,2240,1710,3013,3002,1,1,H,H
645,13536,Spa1,21,Celta Vigo,Bilbao,0,0,0,0,2800.0,3360.0,2720.0,2100,1810,3022,3008,0,0,D,D
646,13537,Spa1,21,Granada,Real Sociedad,1,0,0,0,5920.0,4070.0,1640.0,2090,1830,3033,3015,1,0,H,D
647,13538,Spa1,21,Eibar,Villarreal,1,3,0,2,3130.0,3400.0,2450.0,2240,1710,3039,3020,4,2,A,A
648,13539,Spa1,21,Barcelona,Huesca,4,1,2,1,1200.0,7700.0,15500.0,1390,3140,3018,3055,5,3,H,H
649,13540,Spa1,21,FC Sevilla,Elche,2,0,1,0,1470.0,4410.0,8440.0,2070,1850,3013,3040,2,1,H,H
650,13541,Spa1,21,Betis,Levante,2,0,0,0,1850.0,3720.0,4640.0,1800,2110,3002,3016,2,0,H,D
651,13542,Spa1,21,Bilbao,Eibar,1,1,1,1,1750.0,3600.0,4750.0,2300,1610,3008,3039,2,2,D,D
652,13543,Spa1,21,Celta Vigo,Real Madrid,1,3,1,2,4330.0,4000.0,1720.0,1720,2100,3022,3010,4,3,A,A
653,13544,Spa1,21,Valladolid,FC Sevilla,1,1,1,0,4330.0,3500.0,1830.0,2200,1660,3028,3013,2,1,D,H
654,13545,Spa1,21,Huesca,Osasuna,0,0,0,0,2450.0,3200.0,3000.0,2370,1570,3055,3007,0,0,D,D
655,13546,Spa1,21,Atletico,Alaves,1,0,0,0,1350.0,4870.0,12190.0,2330,1670,3003,3021,1,0,H,D
656,13547,Spa1,21,Getafe,Elche,1,1,0,1,1930.0,3130.0,5370.0,2990,1430,3012,3040,2,1,D,A
657,13548,Spa1,21,Real Sociedad,Barcelona,1,6,0,2,3620.0,4010.0,2010.0,1670,2330,3015,3018,7,2,A,A
658,13549,Spa1,21,Valencia,Granada,2,1,1,0,2070.0,3530.0,3890.0,2170,1760,3019,3033,3,1,H,H
659,13550,Spa1,21,Villarreal,Cadiz,2,1,1,0,1410.0,4570.0,10120.0,2110,1800,3020,3023,3,1,H,H
660,13551,Spa1,21,Levante,Huesca,0,2,0,1,2370.0,3450.0,3230.0,2060,1850,3016,3055,2,1,A,A
661,13552,Spa1,21,Osasuna,Getafe,0,0,0,0,2770.0,2810.0,3280.0,3200,1390,3007,3012,0,0,D,D
662,13553,Spa1,21,Real Madrid,Eibar,2,0,1,0,1360.0,5310.0,9970.0,1800,2110,3010,3039,2,1,H,H
663,13554,Spa1,21,Granada,Villarreal,0,3,0,2,3910.0,3370.0,2120.0,2130,1780,3033,3020,3,2,A,A
664,13555,Spa1,21,FC Sevilla,Atletico,1,0,0,0,2870.0,3100.0,2850.0,2620,1540,3013,3003,1,0,H,D
665,13556,Spa1,21,Alaves,Celta Vigo,1,3,0,3,3170.0,3220.0,2520.0,2450,1610,3021,3022,4,3,A,A
666,13557,Spa1,21,Cadiz,Valencia,2,1,1,1,3370.0,3120.0,2470.0,2450,1610,3023,3019,3,2,H,D
667,13558,Spa1,21,Elche,Betis,1,1,1,1,4930.0,3680.0,1820.0,2150,1770,3040,3002,2,2,D,D
668,13559,Spa1,21,Barcelona,Valladolid,1,0,0,0,1130.0,10170.0,24090.0,1320,3560,3018,3028,1,0,H,D
669,13560,Spa1,21,Real Sociedad,Bilbao,1,1,0,0,2250.0,3220.0,3750.0,2390,1640,3015,3008,2,0,D,D
670,13561,Spa1,21,Huesca,Elche,3,1,2,1,2070.0,3340.0,4140.0,2510,1580,3055,3040,4,3,H,H
671,13562,Spa1,21,Bilbao,Alaves,0,0,0,0,1980.0,3380.0,4500.0,2540,1570,3008,3021,0,0,D,D
672,13563,Spa1,21,Real Madrid,Barcelona,2,1,2,0,2910.0,3840.0,2390.0,1680,2300,3010,3018,3,2,H,H
673,13564,Spa1,21,Getafe,Cadiz,0,1,0,0,1990.0,3130.0,4950.0,2970,1430,3012,3023,1,0,A,D
674,13565,Spa1,21,Eibar,Levante,0,1,0,1,2240.0,3530.0,3410.0,2110,1810,3039,3016,1,1,A,A
675,13566,Spa1,21,Betis,Atletico,1,1,1,1,3470.0,3200.0,2370.0,2460,1610,3002,3003,2,2,D,D
676,13567,Spa1,21,Valencia,Real Sociedad,2,2,0,2,3600.0,3260.0,2280.0,2060,1850,3019,3015,4,2,D,A
677,13568,Spa1,21,Villarreal,Osasuna,1,2,0,0,1680.0,3780.0,6050.0,2180,1750,3020,3007,3,0,A,D
678,13569,Spa1,21,Valladolid,Granada,1,2,1,0,2290.0,3330.0,3500.0,2440,1610,3028,3033,3,1,A,H
679,13570,Spa1,21,Celta Vigo,FC Sevilla,3,4,3,2,3760.0,3500.0,2120.0,2270,1700,3022,3013,7,5,A,H
680,13571,Spa1,21,Betis,Valencia,2,2,2,1,1840.0,3820.0,4570.0,1820,2080,3002,3019,4,3,D,H
681,13572,Spa1,21,Atletico,Eibar,5,0,2,0,1460.0,4270.0,9560.0,2220,1720,3003,3039,5,2,H,H
682,13573,Spa1,21,Osasuna,Elche,2,0,1,0,2050.0,3210.0,4480.0,2620,1540,3007,3040,2,1,H,H
683,13574,Spa1,21,Getafe,Real Madrid,0,0,0,0,5280.0,3420.0,1760.0,2300,1630,3012,3010,0,0,D,D
684,13575,Spa1,21,Real Sociedad,FC Sevilla,1,2,1,2,2950.0,3310.0,2630.0,2260,1700,3015,3013,3,3,A,A
685,13576,Spa1,21,Levante,Villarreal,1,5,1,2,4210.0,3580.0,1970.0,1850,2060,3016,3020,6,3,A,A
