,index,League,Season,Home_Team,Away_Team,Home_Goals,Away_Goals,Home_FH,Away_FH,Home_Win,Draw,Away_Win,Over_2_5,Under_2_5,Code_1,Code_2,Total_Goals,FH_Goals,Winner,HT_Winner
895,13786,Spa1,22,Vallecano,Mallorca,3,1,2,0,1940.0,3360.0,4710.0,2450,1610,3034,3009,4,2,H,H
896,13787,Spa1,22,Bilbao,Granada,2,2,1,2,1410.0,4780.0,9520.0,1970,1930,3008,3033,4,3,D,A
897,13788,Spa1,22,Mallorca,Getafe,0,0,0,0,2380.0,2910.0,3870.0,3100,1400,3009,3012,0,0,D,D
898,13789,Spa1,22,Valencia,Vallecano,1,1,1,0,2100.0,3310.0,4090.0,2320,1670,3019,3034,2,1,D,H
899,13790,Spa1,22,Villarreal,Barcelona,1,3,0,0,2710.0,3410.0,2780.0,1880,2030,3020,3018,4,0,A,D
900,13791,Spa1,22,Alaves,Celta Vigo,1,2,1,1,3130.0,3140.0,2610.0,2450,1610,3021,3022,3,2,A,D
901,13792,Spa1,22,Betis,Levante,3,1,0,1,1700.0,4290.0,4900.0,1620,2440,3002,3016,4,1,H,A
902,13793,Spa1,22,Espanyol,Real Sociedad,1,0,0,0,3080.0,3180.0,2620.0,2250,1710,3005,3015,1,0,H,D
903,13794,Spa1,22,Real Madrid,FC Sevilla,2,1,1,1,1640.0,4260.0,5600.0,1800,2110,3010,3013,3,2,H,D
904,13795,Spa1,22,Cadiz,Atletico,1,4,0,0,8200.0,4430.0,1480.0,2170,1760,3023,3003,5,0,A,D
905,13796,Spa1,22,Osasuna,Elche,1,1,1,1,1810.0,3470.0,5420.0,2480,1600,3007,3040,2,2,D,D
906,13797,Spa1,22,Real Madrid,Bilbao,1,0,1,0,1530.0,4510.0,6730.0,1750,2190,3010,3008,1,1,H,H
907,13798,Spa1,22,Granada,Alaves,2,1,1,0,2390.0,3140.0,3500.0,2520,1580,3033,3021,3,1,H,H
908,13799,Spa1,22,Atletico,Mallorca,1,2,0,0,1350.0,5020.0,11470.0,2080,1840,3003,3009,3,0,A,D
909,13800,Spa1,22,FC Sevilla,Villarreal,1,0,1,0,1990.0,3430.0,4350.0,2240,1710,3013,3020,1,1,H,H
910,13801,Spa1,22,Real Sociedad,Real Madrid,0,2,0,0,3160.0,3490.0,2380.0,1850,2070,3015,3010,2,0,A,D
911,13802,Spa1,22,Barcelona,Betis,0,1,0,0,1520.0,4680.0,6500.0,1600,2470,3018,3002,1,0,A,D
912,13803,Spa1,22,Levante,Osasuna,0,0,0,0,2390.0,3250.0,3380.0,2430,1620,3016,3007,0,0,D,D
913,13804,Spa1,22,Celta Vigo,Valencia,1,2,1,1,2050.0,3550.0,3940.0,1960,1940,3022,3019,3,2,A,D
914,13805,Spa1,22,Vallecano,Espanyol,1,0,0,0,2020.0,3380.0,4340.0,2190,1750,3034,3005,1,0,H,D
915,13806,Spa1,22,Elche,Cadiz,3,1,1,0,2130.0,3110.0,4310.0,2720,1510,3040,3023,4,1,H,H
916,13807,Spa1,22,Getafe,Bilbao,0,0,0,0,3830.0,2990.0,2340.0,2900,1450,3012,3008,0,0,D,D
917,13808,Spa1,22,Mallorca,Celta Vigo,0,0,0,0,2550.0,3090.0,3270.0,2520,1580,3009,3022,0,0,D,D
918,13809,Spa1,22,Espanyol,Levante,4,3,1,2,2080.0,3340.0,4140.0,2190,1750,3005,3016,7,3,H,A
919,13810,Spa1,22,Bilbao,FC Sevilla,0,1,0,1,2430.0,3130.0,3440.0,2630,1540,3008,3013,1,1,A,A
920,13811,Spa1,22,Valencia,Elche,2,1,1,0,1770.0,3640.0,5460.0,2200,1740,3019,3040,3,1,H,H
921,13812,Spa1,22,Alaves,Getafe,1,1,0,1,2670.0,2840.0,3390.0,3030,1420,3021,3012,2,1,D,A
922,13813,Spa1,22,Betis,Real Sociedad,4,0,1,0,2360.0,3370.0,3320.0,2010,1900,3002,3015,4,1,H,H
923,13814,Spa1,22,Osasuna,Barcelona,2,2,1,1,4240.0,3430.0,2020.0,2190,1750,3007,3018,4,2,D,D
924,13815,Spa1,22,Real Madrid,Atletico,2,0,1,0,2040.0,3540.0,4000.0,2000,1910,3010,3003,2,1,H,H
925,13816,Spa1,22,Villarreal,Vallecano,2,0,2,0,1790.0,3790.0,4920.0,1930,1980,3020,3034,2,2,H,H
926,13817,Spa1,22,Cadiz,Granada,1,1,1,0,2760.0,3040.0,3020.0,2530,1580,3023,3033,2,1,D,H
927,13818,Spa1,22,Celta Vigo,Espanyol,3,1,1,0,2020.0,3460.0,4170.0,2140,1780,3022,3005,4,1,H,H
928,13819,Spa1,22,FC Sevilla,Atletico,2,1,1,1,2850.0,3040.0,2920.0,2560,1570,3013,3003,3,2,H,D
929,13820,Spa1,22,Real Sociedad,Villarreal,1,3,1,1,2250.0,3370.0,3560.0,2100,1810,3015,3020,4,2,A,D
930,13821,Spa1,22,Barcelona,Elche,3,2,2,0,1320.0,5820.0,13310.0,1710,2240,3018,3040,5,2,H,H
931,13822,Spa1,22,Vallecano,Alaves,2,0,2,0,1750.0,3660.0,5610.0,2200,1740,3034,3021,2,2,H,H
932,13823,Spa1,22,Bilbao,Betis,3,2,1,1,2210.0,3620.0,3370.0,1950,1940,3008,3002,5,2,H,D
933,13824,Spa1,22,Real Madrid,Cadiz,0,0,0,0,1160.0,8500.0,18500.0,1400,3070,3010,3023,0,0,D,D
934,13825,Spa1,22,Getafe,Osasuna,1,0,0,0,2320.0,2950.0,3960.0,3060,1400,3012,3007,1,0,H,D
935,13826,Spa1,22,Granada,Mallorca,4,1,1,1,2450.0,3200.0,3320.0,2330,1670,3033,3009,5,2,H,D
936,13827,Spa1,22,Levante,Valencia,3,4,2,1,2900.0,3370.0,2630.0,1950,1950,3016,3019,7,3,A,H
937,13828,Spa1,22,FC Sevilla,Barcelona,1,1,1,1,2710.0,3300.0,2870.0,2120,1790,3013,3018,2,2,D,D
938,13829,Spa1,22,Villarreal,Alaves,5,2,2,1,1410.0,5200.0,9180.0,1700,2270,3020,3021,7,3,H,H
939,13830,Spa1,22,Granada,Atletico,2,1,1,1,6720.0,4240.0,1610.0,1910,2000,3033,3003,3,2,H,D
940,13831,Spa1,22,Bilbao,Real Madrid,1,2,1,2,3320.0,3480.0,2310.0,2010,1900,3008,3010,3,3,A,A
941,13832,Spa1,22,Valencia,Espanyol,1,2,0,0,1830.0,3690.0,4550.0,1880,2040,3019,3005,3,0,A,D
942,13833,Spa1,22,Betis,Celta Vigo,0,2,0,2,1850.0,3750.0,4570.0,1790,2130,3002,3022,2,2,A,A
943,13834,Spa1,22,Atletico,Vallecano,2,0,1,0,1480.0,4200.0,8830.0,2110,1800,3003,3034,2,1,H,H
944,13835,Spa1,22,Mallorca,Barcelona,0,1,0,1,3870.0,3350.0,2150.0,2230,1720,3009,3018,1,1,A,A
945,13836,Spa1,22,Getafe,Real Madrid,1,0,1,0,6780.0,4220.0,1570.0,1980,1930,3012,3010,1,1,H,H
946,13837,Spa1,22,Alaves,Real Sociedad,1,1,0,1,5020.0,3420.0,1880.0,2370,1650,3021,3015,2,1,D,A
947,13838,Spa1,22,Elche,Granada,0,0,0,0,2610.0,3210.0,3060.0,2210,1740,3040,3033,0,0,D,D
948,13839,Spa1,22,Osasuna,Bilbao,1,3,1,2,3430.0,3020.0,2500.0,2650,1530,3007,3008,4,3,A,A
949,13840,Spa1,22,Villarreal,Levante,5,0,3,0,1390.0,5430.0,8290.0,1610,2450,3020,3016,5,3,H,H
950,13841,Spa1,22,Cadiz,FC Sevilla,0,1,0,0,6300.0,3600.0,1700.0,2420,1630,3023,3013,1,0,A,D
951,13842,Spa1,22,Real Madrid,Valencia,4,1,1,0,1370.0,5380.0,8920.0,1560,2590,3010,3019,5,1,H,H
952,13843,Spa1,22,Real Sociedad,Celta Vigo,1,0,1,0,1880.0,3510.0,4790.0,2160,1770,3015,3022,1,1,H,H
953,13844,Spa1,22,Levante,Mallorca,2,0,0,0,2170.0,3300.0,3870.0,2320,1670,3016,3009,2,0,H,D
954,13845,Spa1,22,Granada,Barcelona,1,1,0,0,4670.0,3970.0,1790.0,1710,2240,3033,3018,2,0,D,D
955,13846,Spa1,22,Osasuna,Cadiz,2,0,1,0,1630.0,3710.0,7070.0,2310,1680,3007,3023,2,1,H,H
956,13847,Spa1,22,FC Sevilla,Getafe,1,0,1,0,1550.0,3770.0,8680.0,2720,1510,3013,3012,1,1,H,H
957,13848,Spa1,22,Villarreal,Atletico,2,2,1,1,2750.0,3220.0,2880.0,2190,1750,3020,3003,4,2,D,D
958,13849,Spa1,22,Alaves,Bilbao,0,0,0,0,4140.0,3300.0,2090.0,2240,1720,3021,3008,0,0,D,D
959,13850,Spa1,22,Vallecano,Betis,1,1,0,1,2960.0,3430.0,2550.0,1940,1960,3034,3002,2,1,D,A
960,13851,Spa1,22,Espanyol,Elche,1,2,1,2,1820.0,3450.0,5120.0,2060,1810,3005,3040,3,3,A,A
961,13852,Spa1,22,Elche,Villarreal,1,0,0,0,5850.0,4180.0,1630.0,1930,1980,3040,3020,1,0,H,D
962,13853,Spa1,22,Betis,Alaves,4,0,3,0,1560.0,4280.0,6720.0,1800,2110,3002,3021,4,3,H,H
963,13854,Spa1,22,Cadiz,Espanyol,2,2,0,1,3450.0,3160.0,2410.0,2580,1560,3023,3005,4,1,D,A
964,13855,Spa1,22,Valencia,FC Sevilla,1,1,1,1,3290.0,3070.0,2550.0,2360,1650,3019,3013,2,2,D,D
965,13856,Spa1,22,Celta Vigo,Osasuna,2,0,2,0,1820.0,3580.0,5120.0,2120,1800,3022,3007,2,2,H,H
966,13857,Spa1,22,Getafe,Granada,4,2,1,1,2060.0,3120.0,4630.0,2890,1460,3012,3033,6,2,H,D
967,13858,Spa1,22,Espanyol,Betis,1,4,1,2,3200.0,3460.0,2370.0,1750,2180,3005,3002,5,3,A,A
968,13859,Spa1,22,Atletico,Valencia,3,2,0,2,1460.0,4370.0,8880.0,1920,1990,3003,3019,5,2,H,A
969,13860,Spa1,22,FC Sevilla,Celta Vigo,2,2,0,2,2000.0,3220.0,4690.0,2560,1560,3013,3022,4,2,D,A
970,13861,Spa1,22,Levante,Cadiz,0,2,0,1,1750.0,3780.0,5360.0,2000,1900,3016,3023,2,1,A,A
971,13862,Spa1,22,Villarreal,Mallorca,3,0,2,0,1560.0,4060.0,7130.0,1980,1930,3020,3009,3,2,H,H
972,13863,Spa1,22,Real Madrid,Elche,2,2,0,1,1170.0,8250.0,18000.0,1430,2950,3010,3040,4,1,D,A
973,13864,Spa1,22,Real Sociedad,Getafe,0,0,0,0,1790.0,3400.0,6440.0,2660,1530,3015,3012,0,0,D,D
974,13865,Spa1,22,Alaves,Barcelona,0,1,0,0,5110.0,3770.0,1780.0,1950,1950,3021,3018,1,0,A,D
975,13866,Spa1,22,Granada,Osasuna,0,2,0,0,2650.0,3120.0,3090.0,2390,1640,3033,3007,2,0,A,D
976,13867,Spa1,22,Vallecano,Bilbao,0,1,0,1,2800.0,2960.0,3060.0,2580,1560,3034,3008,1,1,A,A
977,13868,Spa1,22,Getafe,Levante,3,0,2,0,2010.0,3180.0,4750.0,2620,1540,3012,3016,3,2,H,H
978,13869,Spa1,22,Osasuna,FC Sevilla,0,0,0,0,4130.0,3050.0,2210.0,2850,1470,3007,3013,0,0,D,D
979,13870,Spa1,22,Mallorca,Cadiz,2,1,1,1,1930.0,3300.0,4900.0,2540,1570,3009,3023,3,2,H,D
980,13871,Spa1,22,Celta Vigo,Vallecano,2,0,1,0,2000.0,3360.0,4420.0,2300,1680,3022,3034,2,1,H,H
981,13872,Spa1,22,Elche,Alaves,3,1,0,1,2460.0,3000.0,3540.0,2720,1510,3040,3021,4,1,H,A
982,13873,Spa1,22,Betis,Villarreal,0,2,0,1,2570.0,3400.0,2950.0,1830,2070,3002,3020,2,1,A,A
983,13874,Spa1,22,Real Madrid,Granada,1,0,0,0,1270.0,6140.0,2220.0,1580,2490,3010,3033,1,0,H,D
984,13875,Spa1,22,Barcelona,Atletico,4,2,3,1,2430.0,3190.0,3330.0,2090,1810,3018,3003,6,4,H,H
985,13876,Spa1,22,Valencia,Real Sociedad,0,0,0,0,3770.0,3300.0,2200.0,2210,1740,3019,3015,0,0,D,D
986,13877,Spa1,22,Bilbao,Espanyol,2,1,2,1,1640.0,3950.0,6200.0,2030,1880,3008,3005,3,3,H,H
987,13878,Spa1,22,FC Sevilla,Elche,2,0,0,0,1410.0,4490.0,10610.0,2160,1770,3013,3040,2,0,H,D
988,13879,Spa1,22,Atletico,Getafe,4,3,3,3,1480.0,4120.0,9210.0,2460,1610,3003,3012,7,6,H,D
989,13880,Spa1,22,Villarreal,Real Madrid,0,0,0,0,2760.0,3400.0,2740.0,1970,1930,3020,3010,0,0,D,D
990,13881,Spa1,22,Cadiz,Celta Vigo,0,0,0,0,4260.0,3230.0,2090.0,2410,1630,3023,3022,0,0,D,D
991,13882,Spa1,22,Vallecano,Osasuna,0,3,0,2,2150.0,3120.0,4170.0,2560,1560,3034,3007,3,2,A,A
992,13883,Spa1,22,Espanyol,Barcelona,2,2,1,1,5300.0,4020.0,1700.0,1800,2110,3005,3018,4,2,D,D
993,13884,Spa1,22,Real Sociedad,Granada,2,0,1,0,1360.0,5030.0,11180.0,1810,2110,3015,3033,2,1,H,H
994,13885,Spa1,22,Levante,Betis,2,4,1,3,3390.0,3540.0,2250.0,1840,2060,3016,3002,6,4,A,A
995,13886,Spa1,22,Alaves,Valencia,2,1,1,0,2640.0,3100.0,3130.0,2430,1620,3021,3019,3,1,H,H
996,13887,Spa1,22,Mallorca,Bilbao,3,2,2,0,3620.0,3060.0,2380.0,2510,1590,3009,3008,5,2,H,H
997,13888,Spa1,22,Atletico,Levante,0,1,0,0,1270.0,6110.0,13690.0,1630,2380,3003,3016,1,0,A,D
998,13889,Spa1,22,Elche,Vallecano,2,1,0,0,3180.0,2950.0,2720.0,2740,1510,3040,3034,3,0,H,D
999,13890,Spa1,22,Osasuna,Atletico,0,3,0,1,3790.0,3140.0,2270.0,2560,1560,3007,3003,3,1,A,A
1000,13891,Spa1,22,Real Madrid,Alaves,3,0,0,0,1200.0,7210.0,17370.0,1490,2730,3010,3021,3,0,H,D
1001,13892,Spa1,22,Cadiz,Getafe,1,1,1,1,3140.0,2820.0,2870.0,3300,1370,3023,3012,2,2,D,D
1002,13893,Spa1,22,Granada,Villarreal,1,4,0,2,4450.0,3620.0,1920.0,1950,1930,3033,3020,5,2,A,A
1003,13894,Spa1,22,Betis,Mallorca,2,1,1,0,1570.0,4440.0,6640.0,1740,2200,3002,3009,3,1,H,H
1004,13895,Spa1,22,Espanyol,FC Sevilla,1,1,0,1,3800.0,3210.0,2230.0,2550,1570,3005,3013,2,1,D,A
1005,13896,Spa1,22,Bilbao,Real Sociedad,4,0,0,0,2410.0,3020.0,3630.0,2540,1570,3008,3015,4,0,H,D
1006,13897,Spa1,22,Valencia,Barcelona,1,4,0,3,3540.0,3800.0,2080.0,1720,2220,3019,3018,5,3,A,A
1007,13898,Spa1,22,Celta Vigo,Levante,1,1,0,0,1700.0,3850.0,5670.0,1980,1930,3022,3016,2,0,D,D
1008,13899,Spa1,22,Levante,Elche,3,0,1,0,2110.0,3300.0,4090.0,2260,1700,3016,3040,3,1,H,H
1009,13900,Spa1,22,Atletico,Celta Vigo,2,0,1,0,1690.0,3660.0,6290.0,2320,1670,3003,3022,2,1,H,H
1010,13901,Spa1,22,Mallorca,Valencia,0,1,0,1,2320.0,3250.0,3530.0,2160,1770,3009,3019,1,1,A,A
1011,13902,Spa1,22,Getafe,Alaves,2,2,0,1,1990.0,3040.0,5240.0,3050,1420,3012,3021,4,1,D,A
1012,13903,Spa1,22,Vallecano,Real Madrid,0,1,0,0,6520.0,4270.0,1570.0,1810,2090,3034,3010,1,0,A,D
1013,13904,Spa1,22,FC Sevilla,Betis,2,1,2,0,2300.0,3250.0,3580.0,2200,1740,3013,3002,3,2,H,H
1014,13905,Spa1,22,Real Sociedad,Osasuna,1,0,0,0,2310.0,3050.0,3810.0,2570,1560,3015,3007,1,0,H,D
1015,13906,Spa1,22,Barcelona,Bilbao,4,0,1,0,1590.0,4090.0,6560.0,1900,2010,3018,3008,4,1,H,H
1016,13907,Spa1,22,Villarreal,Espanyol,5,1,3,0,1560.0,4290.0,6680.0,1710,2240,3020,3005,6,3,H,H
1017,13908,Spa1,22,Granada,Cadiz,0,0,0,0,2290.0,3070.0,3860.0,2580,1560,3033,3023,0,0,D,D
1018,13909,Spa1,22,Mallorca,Real Sociedad,0,2,0,1,3300.0,3130.0,2500.0,2530,1580,3009,3015,2,1,A,A
1019,13910,Spa1,22,Alaves,FC Sevilla,0,0,0,0,4690.0,3170.0,2020.0,2610,1550,3021,3013,0,0,D,D
1020,13911,Spa1,22,Espanyol,Getafe,2,0,2,0,2300.0,3040.0,3890.0,2630,1540,3005,3012,2,2,H,H
1021,13912,Spa1,22,Osasuna,Villarreal,1,0,0,0,3470.0,3280.0,2330.0,2160,1770,3007,3020,1,0,H,D
1022,13913,Spa1,22,Real Madrid,Real Sociedad,4,1,2,1,1550.0,4420.0,6570.0,1700,2270,3010,3015,5,3,H,H
1023,13914,Spa1,22,Valencia,Granada,3,1,0,0,1810.0,3770.0,4840.0,1860,2050,3019,3033,4,0,H,D
1024,13915,Spa1,22,Betis,Atletico,1,3,1,1,3510.0,3150.0,2390.0,2280,1690,3002,3003,4,2,A,D
1025,13916,Spa1,22,Celta Vigo,Mallorca,4,3,2,1,1950.0,3270.0,4890.0,2360,1650,3022,3009,7,3,H,H
1026,13917,Spa1,22,Cadiz,Vallecano,2,0,0,0,2580.0,3030.0,3290.0,2630,1540,3023,3034,2,0,H,D
1027,13918,Spa1,22,Elche,Barcelona,1,2,1,0,8610.0,4980.0,1410.0,1740,2200,3040,3018,3,1,A,H
1028,13919,Spa1,22,Bilbao,Levante,3,1,0,0,1560.0,4260.0,6750.0,1880,2020,3008,3016,4,0,H,D
1029,13920,Spa1,22,Atletico,Cadiz,2,1,1,1,1360.0,4600.0,9500.0,1920,1980,3003,3023,3,2,H,D
1030,13921,Spa1,22,Getafe,Valencia,0,0,0,0,2240.0,3030.0,4060.0,2780,1500,3012,3019,0,0,D,D
1031,13922,Spa1,22,Levante,Espanyol,1,1,0,0,2240.0,3390.0,3570.0,2010,1900,3016,3005,2,0,D,D
1032,13923,Spa1,22,Villarreal,Celta Vigo,1,0,0,0,1650.0,4270.0,5440.0,1730,2220,3020,3022,1,0,H,D
1033,13924,Spa1,22,Granada,Elche,0,1,0,1,2380.0,3170.0,3490.0,2410,1630,3033,3040,1,1,A,A
1034,13925,Spa1,22,Betis,Bilbao,1,0,1,0,2610.0,3240.0,3020.0,2030,1880,3002,3008,1,1,H,H
1035,13926,Spa1,22,Real Sociedad,Alaves,1,0,0,0,1680.0,3640.0,6480.0,2220,1730,3015,3021,1,0,H,D
1036,13927,Spa1,22,Barcelona,Osasuna,4,0,3,0,1340.0,5450.0,0.61,1700,2270,3018,3007,4,3,H,H
1037,13928,Spa1,22,Vallecano,FC Sevilla,1,1,0,0,3230.0,3140.0,2540.0,2460,1610,3034,3013,2,0,D,D
1038,13929,Spa1,22,Mallorca,Real Madrid,0,3,0,0,7120.0,4390.0,1520.0,1810,2090,3009,3010,3,0,A,D
1039,13930,Spa1,22,Bilbao,Getafe,1,1,1,1,1710.0,3400.0,6810.0,2630,1540,3008,3012,2,2,D,D
1040,13931,Spa1,22,Osasuna,Levante,3,1,1,0,1920.0,3570.0,4520.0,2090,1820,3007,3016,4,1,H,H
1041,13932,Spa1,22,Alaves,Granada,2,3,0,0,2010.0,3320.0,4440.0,2250,1710,3021,3033,5,0,A,D
1042,13933,Spa1,22,Vallecano,Atletico,0,1,0,0,4340.0,3280.0,2050.0,2540,1570,3034,3003,1,0,A,D
1043,13934,Spa1,22,Elche,Valencia,0,1,0,0,2730.0,3240.0,2880.0,2190,1750,3040,3019,1,0,A,D
1044,13935,Spa1,22,Espanyol,Mallorca,1,0,1,0,2150.0,3200.0,3500.0,2100,1720,3005,3009,1,1,H,H
1045,13936,Spa1,22,Real Madrid,Barcelona,0,4,0,2,2150.0,3400.0,3300.0,1720,2100,3010,3018,4,2,A,A
1046,13937,Spa1,22,FC Sevilla,Real Sociedad,0,0,0,0,2050.0,3100.0,3700.0,2370,1570,3013,3015,0,0,D,D
1047,13938,Spa1,22,Celta Vigo,Betis,0,0,0,0,2200.0,3200.0,3400.0,2100,1800,3022,3002,0,0,D,D
1048,13939,Spa1,22,Cadiz,Villarreal,1,0,0,0,3600.0,3250.0,2100.0,2100,1720,3023,3020,1,0,H,D
1049,13940,Spa1,22,Atletico,Alaves,4,1,1,0,1420.0,4540.0,0.06,2190,1750,3003,3021,5,1,H,H
1050,13941,Spa1,22,Getafe,Mallorca,1,0,0,0,2000.0,3140.0,4870.0,2780,1500,3012,3009,1,0,H,D
1051,13942,Spa1,22,Levante,Villarreal,2,0,0,0,5420.0,4390.0,1650.0,1640,2390,3016,3020,2,0,H,D
1052,13943,Spa1,22,Celta Vigo,Real Madrid,1,2,0,1,4510.0,3780.0,1860.0,1860,2050,3022,3010,3,1,A,A
1053,13944,Spa1,22,Betis,Osasuna,4,1,2,0,1960.0,3450.0,4470.0,2140,1780,3002,3007,5,2,H,H
1054,13945,Spa1,22,Bilbao,Elche,2,1,1,0,1460.0,4540.0,8180.0,1920,1990,3008,3040,3,1,H,H
1055,13946,Spa1,22,Barcelona,FC Sevilla,1,0,0,0,1440.0,4610.0,8590.0,1900,2000,3018,3013,1,0,H,D
1056,13947,Spa1,22,Valencia,Cadiz,0,0,0,0,2120.0,3240.0,4140.0,2450,1610,3019,3023,0,0,D,D
1057,13948,Spa1,22,Granada,Vallecano,2,2,0,2,2860.0,3090.0,2870.0,2350,1660,3033,3034,4,2,D,A
1058,13949,Spa1,22,Real Sociedad,Espanyol,1,0,0,0,1580.0,3960.0,7100.0,2150,1770,3015,3005,1,0,H,D
1059,13950,Spa1,22,FC Sevilla,Granada,4,2,1,1,1490.0,4480.0,7750.0,2010,1900,3013,3033,6,2,H,D
1060,13951,Spa1,22,Mallorca,Atletico,1,0,0,0,4350.0,3090.0,2130.0,2740,1510,3009,3003,1,0,H,D
1061,13952,Spa1,22,Real Madrid,Getafe,2,0,1,0,1430.0,4680.0,8720.0,1970,1930,3010,3012,2,1,H,H
1062,13953,Spa1,22,Villarreal,Bilbao,1,1,0,1,2710.0,3270.0,2880.0,2090,1830,3020,3008,2,1,D,A
1063,13954,Spa1,22,Cadiz,Betis,1,2,0,0,3360.0,3180.0,2440.0,2300,1680,3023,3002,3,0,A,D
1064,13955,Spa1,22,Espanyol,Celta Vigo,1,0,0,0,3010.0,3210.0,2640.0,2130,1790,3005,3022,1,0,H,D
1065,13956,Spa1,22,Osasuna,Alaves,1,0,0,0,2050.0,3310.0,4300.0,2250,1710,3007,3021,1,0,H,D
1066,13957,Spa1,22,Levante,Barcelona,2,3,0,0,8390.0,5300.0,1390.0,1570,2550,3016,3018,5,0,A,D
1067,13958,Spa1,22,Elche,Real Sociedad,1,2,1,2,4950.0,3530.0,1850.0,2370,1650,3040,3015,3,3,A,A
1068,13959,Spa1,22,Vallecano,Valencia,1,1,0,0,2330.0,3240.0,3520.0,2250,1710,3034,3019,2,0,D,D
1069,13960,Spa1,22,Real Sociedad,Betis,0,0,0,0,2160.0,3500.0,3630.0,1980,1930,3015,3002,0,0,D,D
1070,13961,Spa1,22,Getafe,Villarreal,1,2,0,2,3010.0,3120.0,2710.0,2580,1560,3012,3020,3,2,A,A
1071,13962,Spa1,22,Valencia,Osasuna,1,2,0,0,2260.0,3330.0,3570.0,2190,1750,3019,3007,3,0,A,D
1072,13963,Spa1,22,Alaves,Vallecano,1,0,0,0,2810.0,3070.0,2940.0,2430,1620,3021,3034,1,0,H,D
1073,13964,Spa1,22,Elche,Mallorca,3,0,1,0,3030.0,2900.0,2880.0,2780,1490,3040,3009,3,1,H,H
1074,13965,Spa1,22,Atletico,Espanyol,2,1,0,0,1410.0,4740.0,9330.0,1950,1950,3003,3005,3,0,H,D
1075,13966,Spa1,22,Bilbao,Celta Vigo,0,2,0,2,1790.0,3670.0,5190.0,2190,1750,3008,3022,2,2,A,A
1076,13967,Spa1,22,FC Sevilla,Real Madrid,2,3,2,0,3040.0,3280.0,2580.0,2110,1810,3013,3010,5,2,A,H
1077,13968,Spa1,22,Granada,Levante,1,4,0,1,2440.0,3520.0,3050.0,1890,2020,3033,3016,5,1,A,A
1078,13969,Spa1,22,Barcelona,Cadiz,0,1,0,0,1270.0,5980.0,2690.0,1580,2480,3018,3023,1,0,A,D
1079,13970,Spa1,22,Betis,Elche,0,1,0,0,1560.0,4250.0,6720.0,1880,2020,3002,3040,1,0,A,D
1080,13971,Spa1,22,Mallorca,Alaves,2,1,2,0,1920.0,3300.0,5020.0,2540,1570,3009,3021,3,2,H,H
1081,13972,Spa1,22,Villarreal,Valencia,2,0,2,0,1510.0,4650.0,6860.0,1720,2230,3020,3019,2,2,H,H
1082,13973,Spa1,22,Atletico,Granada,0,0,0,0,1370.0,5170.0,9550.0,1740,2210,3003,3033,0,0,D,D
1083,13974,Spa1,22,Osasuna,Real Madrid,1,3,1,2,5020.0,3960.0,1750.0,1680,2300,3007,3010,4,3,A,A
1084,13975,Spa1,22,Celta Vigo,Getafe,0,2,0,1,2170.0,3080.0,4210.0,2770,1500,3022,3012,2,1,A,A
1085,13976,Spa1,22,Espanyol,Vallecano,0,1,0,1,2780.0,3130.0,2920.0,2270,1700,3005,3034,1,1,A,A
1086,13977,Spa1,22,Real Sociedad,Barcelona,0,1,0,1,3470.0,3530.0,2220.0,1910,1990,3015,3018,1,1,A,A
1087,13978,Spa1,22,Levante,FC Sevilla,2,3,1,2,3560.0,3380.0,2250.0,2040,1870,3016,3013,5,3,A,A
1088,13979,Spa1,22,Cadiz,Bilbao,2,3,0,3,3200.0,3000.0,2660.0,2590,1560,3023,3008,5,3,A,A
1089,13980,Spa1,22,Barcelona,Vallecano,0,1,0,1,1310.0,5840.0,11170.0,1520,2690,3018,3034,1,1,A,A
1090,13981,Spa1,22,FC Sevilla,Cadiz,1,1,1,0,1580.0,3950.0,7180.0,2250,1710,3013,3023,2,1,D,H
1091,13982,Spa1,22,Bilbao,Atletico,2,0,1,0,2740.0,3050.0,3050.0,2540,1570,3008,3003,2,1,H,H
1092,13983,Spa1,22,Real Madrid,Espanyol,4,0,2,0,1480.0,4850.0,7040.0,1560,2580,3010,3005,4,2,H,H
1093,13984,Spa1,22,Valencia,Levante,1,1,1,0,2160.0,3420.0,3760.0,2070,1850,3019,3016,2,1,D,H
1094,13985,Spa1,22,Alaves,Villarreal,2,1,2,0,3500.0,3390.0,2260.0,2130,1790,3021,3020,3,2,H,H
1095,13986,Spa1,22,Barcelona,Mallorca,2,1,1,0,1330.0,5720.0,10030.0,1570,2540,3018,3009,3,1,H,H
1096,13987,Spa1,22,Granada,Celta Vigo,1,1,0,0,2940.0,3290.0,2650.0,2150,1780,3033,3022,2,0,D,D
1097,13988,Spa1,22,Vallecano,Real Sociedad,1,1,0,1,3930.0,3290.0,2150.0,2390,1640,3034,3015,2,1,D,A
1098,13989,Spa1,22,Elche,Osasuna,1,1,0,0,2760.0,3090.0,2970.0,2470,1600,3040,3007,2,0,D,D
1099,13990,Spa1,22,Getafe,Betis,0,0,0,0,3180.0,3100.0,2600.0,2430,1620,3012,3002,0,0,D,D
1100,13991,Spa1,22,Levante,Real Sociedad,2,1,0,0,3590.0,3540.0,2170.0,1920,1980,3016,3015,3,0,H,D
1101,13992,Spa1,22,Betis,Barcelona,1,2,0,0,3140.0,3740.0,2290.0,1620,2420,3002,3018,3,0,A,D
